Sample in Buffer,Sample in Window,TRIGGER,us_sensor_0_i/after_echo_count_ff[31:0],object_det_OBUF
95454,95454,0,00067944,1
95455,95455,0,00067945,1
95456,95456,0,00067946,1
95457,95457,0,00067947,1
95458,95458,0,00067948,1
95459,95459,0,00067949,1
95460,95460,0,0006794a,1
95461,95461,0,0006794b,1
95462,95462,0,0006794c,1
95463,95463,0,0006794d,1
95464,95464,0,0006794e,1
95465,95465,0,0006794f,1
95466,95466,0,00067950,1
95467,95467,0,00067951,1
95468,95468,0,00067952,1
95469,95469,0,00067953,1
95470,95470,0,00067954,1
95471,95471,0,00067955,1
95472,95472,0,00067956,1
95473,95473,0,00067957,1
95474,95474,0,00067958,1
95475,95475,0,00067959,1
95476,95476,0,0006795a,1
95477,95477,0,0006795b,1
95478,95478,0,0006795c,1
95479,95479,0,0006795d,1
95480,95480,0,0006795e,1
95481,95481,0,0006795f,1
95482,95482,0,00067960,1
95483,95483,0,00067961,1
95484,95484,0,00067962,1
95485,95485,0,00067963,1
95486,95486,0,00067964,1
95487,95487,0,00067965,1
95488,95488,0,00067966,1
95489,95489,0,00067967,1
95490,95490,0,00067968,1
95491,95491,0,00067969,1
95492,95492,0,0006796a,1
95493,95493,0,0006796b,1
95494,95494,0,0006796c,1
95495,95495,0,0006796d,1
95496,95496,0,0006796e,1
95497,95497,0,0006796f,1
95498,95498,0,00067970,1
95499,95499,0,00067971,1
95500,95500,0,00067972,1
95501,95501,0,00067973,1
95502,95502,0,00067974,1
95503,95503,0,00067975,1
95504,95504,0,00067976,1
95505,95505,0,00067977,1
95506,95506,0,00067978,1
95507,95507,0,00067979,1
95508,95508,0,0006797a,1
95509,95509,0,0006797b,1
95510,95510,0,0006797c,1
95511,95511,0,0006797d,1
95512,95512,0,0006797e,1
95513,95513,0,0006797f,1
95514,95514,0,00067980,1
95515,95515,0,00067981,1
95516,95516,0,00067982,1
95517,95517,0,00067983,1
95518,95518,0,00067984,1
95519,95519,0,00067985,1
95520,95520,0,00067986,1
95521,95521,0,00067987,1
95522,95522,0,00067988,1
95523,95523,0,00067989,1
95524,95524,0,0006798a,1
95525,95525,0,0006798b,1
95526,95526,0,0006798c,1
95527,95527,0,0006798d,1
95528,95528,0,0006798e,1
95529,95529,0,0006798f,1
95530,95530,0,00067990,1
95531,95531,0,00067991,1
95532,95532,0,00067992,1
95533,95533,0,00067993,1
95534,95534,0,00067994,1
95535,95535,0,00067995,1
95536,95536,0,00067996,1
95537,95537,0,00067997,1
95538,95538,0,00067998,1
95539,95539,0,00067999,1
95540,95540,0,0006799a,1
95541,95541,0,0006799b,1
95542,95542,0,0006799c,1
95543,95543,0,0006799d,1
95544,95544,0,0006799e,1
95545,95545,0,0006799f,1
95546,95546,0,000679a0,1
95547,95547,0,000679a1,1
95548,95548,0,000679a2,1
95549,95549,0,000679a3,1
95550,95550,0,000679a4,1
95551,95551,0,000679a5,1
95552,95552,0,000679a6,1
95553,95553,0,000679a7,1
95554,95554,0,000679a8,1
95555,95555,0,000679a9,1
95556,95556,0,000679aa,1
95557,95557,0,000679ab,1
95558,95558,0,000679ac,1
95559,95559,0,000679ad,1
95560,95560,0,000679ae,1
95561,95561,0,000679af,1
95562,95562,0,000679b0,1
95563,95563,0,000679b1,1
95564,95564,0,000679b2,1
95565,95565,0,000679b3,1
95566,95566,0,000679b4,1
95567,95567,0,000679b5,1
95568,95568,0,000679b6,1
95569,95569,0,000679b7,1
95570,95570,0,000679b8,1
95571,95571,0,000679b9,1
95572,95572,0,000679ba,1
95573,95573,0,000679bb,1
95574,95574,0,000679bc,1
95575,95575,0,000679bd,1
95576,95576,0,000679be,1
95577,95577,0,000679bf,1
95578,95578,0,000679c0,1
95579,95579,0,000679c1,1
95580,95580,0,000679c2,1
95581,95581,0,000679c3,1
95582,95582,0,000679c4,1
95583,95583,0,000679c5,1
95584,95584,0,000679c6,1
95585,95585,0,000679c7,1
95586,95586,0,000679c8,1
95587,95587,0,000679c9,1
95588,95588,0,000679ca,1
95589,95589,0,000679cb,1
95590,95590,0,000679cc,1
95591,95591,0,000679cd,1
95592,95592,0,000679ce,1
95593,95593,0,000679cf,1
95594,95594,0,000679d0,1
95595,95595,0,000679d1,1
95596,95596,0,000679d2,1
95597,95597,0,000679d3,1
95598,95598,0,000679d4,1
95599,95599,0,000679d5,1
95600,95600,0,000679d6,1
95601,95601,0,000679d7,1
95602,95602,0,000679d8,1
95603,95603,0,000679d9,1
95604,95604,0,000679da,1
95605,95605,0,000679db,1
95606,95606,0,000679dc,1
95607,95607,0,000679dd,1
95608,95608,0,000679de,1
95609,95609,0,000679df,1
95610,95610,0,000679e0,1
95611,95611,0,000679e1,1
95612,95612,0,000679e2,1
95613,95613,0,000679e3,1
95614,95614,0,000679e4,1
95615,95615,0,000679e5,1
95616,95616,0,000679e6,1
95617,95617,0,000679e7,1
95618,95618,0,000679e8,1
95619,95619,0,000679e9,1
95620,95620,0,000679ea,1
95621,95621,0,000679eb,1
95622,95622,0,000679ec,1
95623,95623,0,000679ed,1
95624,95624,0,000679ee,1
95625,95625,0,000679ef,1
95626,95626,0,000679f0,1
95627,95627,0,000679f1,1
95628,95628,0,000679f2,1
95629,95629,0,000679f3,1
95630,95630,0,000679f4,1
95631,95631,0,000679f5,1
95632,95632,0,000679f6,1
95633,95633,0,000679f7,1
95634,95634,0,000679f8,1
95635,95635,0,000679f9,1
95636,95636,0,000679fa,1
95637,95637,0,000679fb,1
95638,95638,0,000679fc,1
95639,95639,0,000679fd,1
95640,95640,0,000679fe,1
95641,95641,0,000679ff,1
95642,95642,0,00067a00,1
95643,95643,0,00067a01,1
95644,95644,0,00067a02,1
95645,95645,0,00067a03,1
95646,95646,0,00067a04,1
95647,95647,0,00067a05,1
95648,95648,0,00067a06,1
95649,95649,0,00067a07,1
95650,95650,0,00067a08,1
95651,95651,0,00067a09,1
95652,95652,0,00067a0a,1
95653,95653,0,00067a0b,1
95654,95654,0,00067a0c,1
95655,95655,0,00067a0d,1
95656,95656,0,00067a0e,1
95657,95657,0,00067a0f,1
95658,95658,0,00067a10,1
95659,95659,0,00067a11,1
95660,95660,0,00067a12,1
95661,95661,0,00067a13,1
95662,95662,0,00067a14,1
95663,95663,0,00067a15,1
95664,95664,0,00067a16,1
95665,95665,0,00067a17,1
95666,95666,0,00067a18,1
95667,95667,0,00067a19,1
95668,95668,0,00067a1a,1
95669,95669,0,00067a1b,1
95670,95670,0,00067a1c,1
95671,95671,0,00067a1d,1
95672,95672,0,00067a1e,1
95673,95673,0,00067a1f,1
95674,95674,0,00067a20,1
95675,95675,0,00067a21,1
95676,95676,0,00067a22,1
95677,95677,0,00067a23,1
95678,95678,0,00067a24,1
95679,95679,0,00067a25,1
95680,95680,0,00067a26,1
95681,95681,0,00067a27,1
95682,95682,0,00067a28,1
95683,95683,0,00067a29,1
95684,95684,0,00067a2a,1
95685,95685,0,00067a2b,1
95686,95686,0,00067a2c,1
95687,95687,0,00067a2d,1
95688,95688,0,00067a2e,1
95689,95689,0,00067a2f,1
95690,95690,0,00067a30,1
95691,95691,0,00067a31,1
95692,95692,0,00067a32,1
95693,95693,0,00067a33,1
95694,95694,0,00067a34,1
95695,95695,0,00067a35,1
95696,95696,0,00067a36,1
95697,95697,0,00067a37,1
95698,95698,0,00067a38,1
95699,95699,0,00067a39,1
95700,95700,0,00067a3a,1
95701,95701,0,00067a3b,1
95702,95702,0,00067a3c,1
95703,95703,0,00067a3d,1
95704,95704,0,00067a3e,1
95705,95705,0,00067a3f,1
95706,95706,0,00067a40,1
95707,95707,0,00067a41,1
95708,95708,0,00067a42,1
95709,95709,0,00067a43,1
95710,95710,0,00067a44,1
95711,95711,0,00067a45,1
95712,95712,0,00067a46,1
95713,95713,0,00067a47,1
95714,95714,0,00067a48,1
95715,95715,0,00067a49,1
95716,95716,0,00067a4a,1
95717,95717,0,00067a4b,1
95718,95718,0,00067a4c,1
95719,95719,0,00067a4d,1
95720,95720,0,00067a4e,1
95721,95721,0,00067a4f,1
95722,95722,0,00067a50,1
95723,95723,0,00067a51,1
95724,95724,0,00067a52,1
95725,95725,0,00067a53,1
95726,95726,0,00067a54,1
95727,95727,0,00067a55,1
95728,95728,0,00067a56,1
95729,95729,0,00067a57,1
95730,95730,0,00067a58,1
95731,95731,0,00067a59,1
95732,95732,0,00067a5a,1
95733,95733,0,00067a5b,1
95734,95734,0,00067a5c,1
95735,95735,0,00067a5d,1
95736,95736,0,00067a5e,1
95737,95737,0,00067a5f,1
95738,95738,0,00067a60,1
95739,95739,0,00067a61,1
95740,95740,0,00067a62,1
95741,95741,0,00067a63,1
95742,95742,0,00067a64,1
95743,95743,0,00067a65,1
95744,95744,0,00067a66,1
95745,95745,0,00067a67,1
95746,95746,0,00067a68,1
95747,95747,0,00067a69,1
95748,95748,0,00067a6a,1
95749,95749,0,00067a6b,1
95750,95750,0,00067a6c,1
95751,95751,0,00067a6d,1
95752,95752,0,00067a6e,1
95753,95753,0,00067a6f,1
95754,95754,0,00067a70,1
95755,95755,0,00067a71,1
95756,95756,0,00067a72,1
95757,95757,0,00067a73,1
95758,95758,0,00067a74,1
95759,95759,0,00067a75,1
95760,95760,0,00067a76,1
95761,95761,0,00067a77,1
95762,95762,0,00067a78,1
95763,95763,0,00067a79,1
95764,95764,0,00067a7a,1
95765,95765,0,00067a7b,1
95766,95766,0,00067a7c,1
95767,95767,0,00067a7d,1
95768,95768,0,00067a7e,1
95769,95769,0,00067a7f,1
95770,95770,0,00067a80,1
95771,95771,0,00067a81,1
95772,95772,0,00067a82,1
95773,95773,0,00067a83,1
95774,95774,0,00067a84,1
95775,95775,0,00067a85,1
95776,95776,0,00067a86,1
95777,95777,0,00067a87,1
95778,95778,0,00067a88,1
95779,95779,0,00067a89,1
95780,95780,0,00067a8a,1
95781,95781,0,00067a8b,1
95782,95782,0,00067a8c,1
95783,95783,0,00067a8d,1
95784,95784,0,00067a8e,1
95785,95785,0,00067a8f,1
95786,95786,0,00067a90,1
95787,95787,0,00067a91,1
95788,95788,0,00067a92,1
95789,95789,0,00067a93,1
95790,95790,0,00067a94,1
95791,95791,0,00067a95,1
95792,95792,0,00067a96,1
95793,95793,0,00067a97,1
95794,95794,0,00067a98,1
95795,95795,0,00067a99,1
95796,95796,0,00067a9a,1
95797,95797,0,00067a9b,1
95798,95798,0,00067a9c,1
95799,95799,0,00067a9d,1
95800,95800,0,00067a9e,1
95801,95801,0,00067a9f,1
95802,95802,0,00067aa0,1
95803,95803,0,00067aa1,1
95804,95804,0,00067aa2,1
95805,95805,0,00067aa3,1
95806,95806,0,00067aa4,1
95807,95807,0,00067aa5,1
95808,95808,0,00067aa6,1
95809,95809,0,00067aa7,1
95810,95810,0,00067aa8,1
95811,95811,0,00067aa9,1
95812,95812,0,00067aaa,1
95813,95813,0,00067aab,1
95814,95814,0,00067aac,1
95815,95815,0,00067aad,1
95816,95816,0,00067aae,1
95817,95817,0,00067aaf,1
95818,95818,0,00067ab0,1
95819,95819,0,00067ab1,1
95820,95820,0,00067ab2,1
95821,95821,0,00067ab3,1
95822,95822,0,00067ab4,1
95823,95823,0,00067ab5,1
95824,95824,0,00067ab6,1
95825,95825,0,00067ab7,1
95826,95826,0,00067ab8,1
95827,95827,0,00067ab9,1
95828,95828,0,00067aba,1
95829,95829,0,00067abb,1
95830,95830,0,00067abc,1
95831,95831,0,00067abd,1
95832,95832,0,00067abe,1
95833,95833,0,00067abf,1
95834,95834,0,00067ac0,1
95835,95835,0,00067ac1,1
95836,95836,0,00067ac2,1
95837,95837,0,00067ac3,1
95838,95838,0,00067ac4,1
95839,95839,0,00067ac5,1
95840,95840,0,00067ac6,1
95841,95841,0,00067ac7,1
95842,95842,0,00067ac8,1
95843,95843,0,00067ac9,1
95844,95844,0,00067aca,1
95845,95845,0,00067acb,1
95846,95846,0,00067acc,1
95847,95847,0,00067acd,1
95848,95848,0,00067ace,1
95849,95849,0,00067acf,1
95850,95850,0,00067ad0,1
95851,95851,0,00067ad1,1
95852,95852,0,00067ad2,1
95853,95853,0,00067ad3,1
95854,95854,0,00067ad4,1
95855,95855,0,00067ad5,1
95856,95856,0,00067ad6,1
95857,95857,0,00067ad7,1
95858,95858,0,00067ad8,1
95859,95859,0,00067ad9,1
95860,95860,0,00067ada,1
95861,95861,0,00067adb,1
95862,95862,0,00067adc,1
95863,95863,0,00067add,1
95864,95864,0,00067ade,1
95865,95865,0,00067adf,1
95866,95866,0,00067ae0,1
95867,95867,0,00067ae1,1
95868,95868,0,00067ae2,1
95869,95869,0,00067ae3,1
95870,95870,0,00067ae4,1
95871,95871,0,00067ae5,1
95872,95872,0,00067ae6,1
95873,95873,0,00067ae7,1
95874,95874,0,00067ae8,1
95875,95875,0,00067ae9,1
95876,95876,0,00067aea,1
95877,95877,0,00067aeb,1
95878,95878,0,00067aec,1
95879,95879,0,00067aed,1
95880,95880,0,00067aee,1
95881,95881,0,00067aef,1
95882,95882,0,00067af0,1
95883,95883,0,00067af1,1
95884,95884,0,00067af2,1
95885,95885,0,00067af3,1
95886,95886,0,00067af4,1
95887,95887,0,00067af5,1
95888,95888,0,00067af6,1
95889,95889,0,00067af7,1
95890,95890,0,00067af8,1
95891,95891,0,00067af9,1
95892,95892,0,00067afa,1
95893,95893,0,00067afb,1
95894,95894,0,00067afc,1
95895,95895,0,00067afd,1
95896,95896,0,00067afe,1
95897,95897,0,00067aff,1
95898,95898,0,00067b00,1
95899,95899,0,00067b01,1
95900,95900,0,00067b02,1
95901,95901,0,00067b03,1
95902,95902,0,00067b04,1
95903,95903,0,00067b05,1
95904,95904,0,00067b06,1
95905,95905,0,00067b07,1
95906,95906,0,00067b08,1
95907,95907,0,00067b09,1
95908,95908,0,00067b0a,1
95909,95909,0,00067b0b,1
95910,95910,0,00067b0c,1
95911,95911,0,00067b0d,1
95912,95912,0,00067b0e,1
95913,95913,0,00067b0f,1
95914,95914,0,00067b10,1
95915,95915,0,00067b11,1
95916,95916,0,00067b12,1
95917,95917,0,00067b13,1
95918,95918,0,00067b14,1
95919,95919,0,00067b15,1
95920,95920,0,00067b16,1
95921,95921,0,00067b17,1
95922,95922,0,00067b18,1
95923,95923,0,00067b19,1
95924,95924,0,00067b1a,1
95925,95925,0,00067b1b,1
95926,95926,0,00067b1c,1
95927,95927,0,00067b1d,1
95928,95928,0,00067b1e,1
95929,95929,0,00067b1f,1
95930,95930,0,00067b20,1
95931,95931,0,00067b21,1
95932,95932,0,00067b22,1
95933,95933,0,00067b23,1
95934,95934,0,00067b24,1
95935,95935,0,00067b25,1
95936,95936,0,00067b26,1
95937,95937,0,00067b27,1
95938,95938,0,00067b28,1
95939,95939,0,00067b29,1
95940,95940,0,00067b2a,1
95941,95941,0,00067b2b,1
95942,95942,0,00067b2c,1
95943,95943,0,00067b2d,1
95944,95944,0,00067b2e,1
95945,95945,0,00067b2f,1
95946,95946,0,00067b30,1
95947,95947,0,00067b31,1
95948,95948,0,00067b32,1
95949,95949,0,00067b33,1
95950,95950,0,00067b34,1
95951,95951,0,00067b35,1
95952,95952,0,00067b36,1
95953,95953,0,00067b37,1
95954,95954,0,00067b38,1
95955,95955,0,00067b39,1
95956,95956,0,00067b3a,1
95957,95957,0,00067b3b,1
95958,95958,0,00067b3c,1
95959,95959,0,00067b3d,1
95960,95960,0,00067b3e,1
95961,95961,0,00067b3f,1
95962,95962,0,00067b40,1
95963,95963,0,00067b41,1
95964,95964,0,00067b42,1
95965,95965,0,00067b43,1
95966,95966,0,00067b44,1
95967,95967,0,00067b45,1
95968,95968,0,00067b46,1
95969,95969,0,00067b47,1
95970,95970,0,00067b48,1
95971,95971,0,00067b49,1
95972,95972,0,00067b4a,1
95973,95973,0,00067b4b,1
95974,95974,0,00067b4c,1
95975,95975,0,00067b4d,1
95976,95976,0,00067b4e,1
95977,95977,0,00067b4f,1
95978,95978,0,00067b50,1
95979,95979,0,00067b51,1
95980,95980,0,00067b52,1
95981,95981,0,00067b53,1
95982,95982,0,00067b54,1
95983,95983,0,00067b55,1
95984,95984,0,00067b56,1
95985,95985,0,00067b57,1
95986,95986,0,00067b58,1
95987,95987,0,00067b59,1
95988,95988,0,00067b5a,1
95989,95989,0,00067b5b,1
95990,95990,0,00067b5c,1
95991,95991,0,00067b5d,1
95992,95992,0,00067b5e,1
95993,95993,0,00067b5f,1
95994,95994,0,00067b60,1
95995,95995,0,00067b61,1
95996,95996,0,00067b62,1
95997,95997,0,00067b63,1
95998,95998,0,00067b64,1
95999,95999,0,00067b65,1
96000,96000,0,00067b66,1
96001,96001,0,00067b67,1
96002,96002,0,00067b68,1
96003,96003,0,00067b69,1
96004,96004,0,00067b6a,1
96005,96005,0,00067b6b,1
96006,96006,0,00067b6c,1
96007,96007,0,00067b6d,1
96008,96008,0,00067b6e,1
96009,96009,0,00067b6f,1
96010,96010,0,00067b70,1
96011,96011,0,00067b71,1
96012,96012,0,00067b72,1
96013,96013,0,00067b73,1
96014,96014,0,00067b74,1
96015,96015,0,00067b75,1
96016,96016,0,00067b76,1
96017,96017,0,00067b77,1
96018,96018,0,00067b78,1
96019,96019,0,00067b79,1
96020,96020,0,00067b7a,1
96021,96021,0,00067b7b,1
96022,96022,0,00067b7c,1
96023,96023,0,00067b7d,1
96024,96024,0,00067b7e,1
96025,96025,0,00067b7f,1
96026,96026,0,00067b80,1
96027,96027,0,00067b81,1
96028,96028,0,00067b82,1
96029,96029,0,00067b83,1
96030,96030,0,00067b84,1
96031,96031,0,00067b85,1
96032,96032,0,00067b86,1
96033,96033,0,00067b87,1
96034,96034,0,00067b88,1
96035,96035,0,00067b89,1
96036,96036,0,00067b8a,1
96037,96037,0,00067b8b,1
96038,96038,0,00067b8c,1
96039,96039,0,00067b8d,1
96040,96040,0,00067b8e,1
96041,96041,0,00067b8f,1
96042,96042,0,00067b90,1
96043,96043,0,00067b91,1
96044,96044,0,00067b92,1
96045,96045,0,00067b93,1
96046,96046,0,00067b94,1
96047,96047,0,00067b95,1
96048,96048,0,00067b96,1
96049,96049,0,00067b97,1
96050,96050,0,00067b98,1
96051,96051,0,00067b99,1
96052,96052,0,00067b9a,1
96053,96053,0,00067b9b,1
96054,96054,0,00067b9c,1
96055,96055,0,00067b9d,1
96056,96056,0,00067b9e,1
96057,96057,0,00067b9f,1
96058,96058,0,00067ba0,1
96059,96059,0,00067ba1,1
96060,96060,0,00067ba2,1
96061,96061,0,00067ba3,1
96062,96062,0,00067ba4,1
96063,96063,0,00067ba5,1
96064,96064,0,00067ba6,1
96065,96065,0,00067ba7,1
96066,96066,0,00067ba8,1
96067,96067,0,00067ba9,1
96068,96068,0,00067baa,1
96069,96069,0,00067bab,1
96070,96070,0,00067bac,1
96071,96071,0,00067bad,1
96072,96072,0,00067bae,1
96073,96073,0,00067baf,1
96074,96074,0,00067bb0,1
96075,96075,0,00067bb1,1
96076,96076,0,00067bb2,1
96077,96077,0,00067bb3,1
96078,96078,0,00067bb4,1
96079,96079,0,00067bb5,1
96080,96080,0,00067bb6,1
96081,96081,0,00067bb7,1
96082,96082,0,00067bb8,1
96083,96083,0,00067bb9,1
96084,96084,0,00067bba,1
96085,96085,0,00067bbb,1
96086,96086,0,00067bbc,1
96087,96087,0,00067bbd,1
96088,96088,0,00067bbe,1
96089,96089,0,00067bbf,1
96090,96090,0,00067bc0,1
96091,96091,0,00067bc1,1
96092,96092,0,00067bc2,1
96093,96093,0,00067bc3,1
96094,96094,0,00067bc4,1
96095,96095,0,00067bc5,1
96096,96096,0,00067bc6,1
96097,96097,0,00067bc7,1
96098,96098,0,00067bc8,1
96099,96099,0,00067bc9,1
96100,96100,0,00067bca,1
96101,96101,0,00067bcb,1
96102,96102,0,00067bcc,1
96103,96103,0,00067bcd,1
96104,96104,0,00067bce,1
96105,96105,0,00067bcf,1
96106,96106,0,00067bd0,1
96107,96107,0,00067bd1,1
96108,96108,0,00067bd2,1
96109,96109,0,00067bd3,1
96110,96110,0,00067bd4,1
96111,96111,0,00067bd5,1
96112,96112,0,00067bd6,1
96113,96113,0,00067bd7,1
96114,96114,0,00067bd8,1
96115,96115,0,00067bd9,1
96116,96116,0,00067bda,1
96117,96117,0,00067bdb,1
96118,96118,0,00067bdc,1
96119,96119,0,00067bdd,1
96120,96120,0,00067bde,1
96121,96121,0,00067bdf,1
96122,96122,0,00067be0,1
96123,96123,0,00067be1,1
96124,96124,0,00067be2,1
96125,96125,0,00067be3,1
96126,96126,0,00067be4,1
96127,96127,0,00067be5,1
96128,96128,0,00067be6,1
96129,96129,0,00067be7,1
96130,96130,0,00067be8,1
96131,96131,0,00067be9,1
96132,96132,0,00067bea,1
96133,96133,0,00067beb,1
96134,96134,0,00067bec,1
96135,96135,0,00067bed,1
96136,96136,0,00067bee,1
96137,96137,0,00067bef,1
96138,96138,0,00067bf0,1
96139,96139,0,00067bf1,1
96140,96140,0,00067bf2,1
96141,96141,0,00067bf3,1
96142,96142,0,00067bf4,1
96143,96143,0,00067bf5,1
96144,96144,0,00067bf6,1
96145,96145,0,00067bf7,1
96146,96146,0,00067bf8,1
96147,96147,0,00067bf9,1
96148,96148,0,00067bfa,1
96149,96149,0,00067bfb,1
96150,96150,0,00067bfc,1
96151,96151,0,00067bfd,1
96152,96152,0,00067bfe,1
96153,96153,0,00067bff,1
96154,96154,0,00067c00,1
96155,96155,0,00067c01,1
96156,96156,0,00067c02,1
96157,96157,0,00067c03,1
96158,96158,0,00067c04,1
96159,96159,0,00067c05,1
96160,96160,0,00067c06,1
96161,96161,0,00067c07,1
96162,96162,0,00067c08,1
96163,96163,0,00067c09,1
96164,96164,0,00067c0a,1
96165,96165,0,00067c0b,1
96166,96166,0,00067c0c,1
96167,96167,0,00067c0d,1
96168,96168,0,00067c0e,1
96169,96169,0,00067c0f,1
96170,96170,0,00067c10,1
96171,96171,0,00067c11,1
96172,96172,0,00067c12,1
96173,96173,0,00067c13,1
96174,96174,0,00067c14,1
96175,96175,0,00067c15,1
96176,96176,0,00067c16,1
96177,96177,0,00067c17,1
96178,96178,0,00067c18,1
96179,96179,0,00067c19,1
96180,96180,0,00067c1a,1
96181,96181,0,00067c1b,1
96182,96182,0,00067c1c,1
96183,96183,0,00067c1d,1
96184,96184,0,00067c1e,1
96185,96185,0,00067c1f,1
96186,96186,0,00067c20,1
96187,96187,0,00067c21,1
96188,96188,0,00067c22,1
96189,96189,0,00067c23,1
96190,96190,0,00067c24,1
96191,96191,0,00067c25,1
96192,96192,0,00067c26,1
96193,96193,0,00067c27,1
96194,96194,0,00067c28,1
96195,96195,0,00067c29,1
96196,96196,0,00067c2a,1
96197,96197,0,00067c2b,1
96198,96198,0,00067c2c,1
96199,96199,0,00067c2d,1
96200,96200,0,00067c2e,1
96201,96201,0,00067c2f,1
96202,96202,0,00067c30,1
96203,96203,0,00067c31,1
96204,96204,0,00067c32,1
96205,96205,0,00067c33,1
96206,96206,0,00067c34,1
96207,96207,0,00067c35,1
96208,96208,0,00067c36,1
96209,96209,0,00067c37,1
96210,96210,0,00067c38,1
96211,96211,0,00067c39,1
96212,96212,0,00067c3a,1
96213,96213,0,00067c3b,1
96214,96214,0,00067c3c,1
96215,96215,0,00067c3d,1
96216,96216,0,00067c3e,1
96217,96217,0,00067c3f,1
96218,96218,0,00067c40,1
96219,96219,0,00067c41,1
96220,96220,0,00067c42,1
96221,96221,0,00067c43,1
96222,96222,0,00067c44,1
96223,96223,0,00067c45,1
96224,96224,0,00067c46,1
96225,96225,0,00067c47,1
96226,96226,0,00067c48,1
96227,96227,0,00067c49,1
96228,96228,0,00067c4a,1
96229,96229,0,00067c4b,1
96230,96230,0,00067c4c,1
96231,96231,0,00067c4d,1
96232,96232,0,00067c4e,1
96233,96233,0,00067c4f,1
96234,96234,0,00067c50,1
96235,96235,0,00067c51,1
96236,96236,0,00067c52,1
96237,96237,0,00067c53,1
96238,96238,0,00067c54,1
96239,96239,0,00067c55,1
96240,96240,0,00067c56,1
96241,96241,0,00067c57,1
96242,96242,0,00067c58,1
96243,96243,0,00067c59,1
96244,96244,0,00067c5a,1
96245,96245,0,00067c5b,1
96246,96246,0,00067c5c,1
96247,96247,0,00067c5d,1
96248,96248,0,00067c5e,1
96249,96249,0,00067c5f,1
96250,96250,0,00067c60,1
96251,96251,0,00067c61,1
96252,96252,0,00067c62,1
96253,96253,0,00067c63,1
96254,96254,0,00067c64,1
96255,96255,0,00067c65,1
96256,96256,0,00067c66,1
96257,96257,0,00067c67,1
96258,96258,0,00067c68,1
96259,96259,0,00067c69,1
96260,96260,0,00067c6a,1
96261,96261,0,00067c6b,1
96262,96262,0,00067c6c,1
96263,96263,0,00067c6d,1
96264,96264,0,00067c6e,1
96265,96265,0,00067c6f,1
96266,96266,0,00067c70,1
96267,96267,0,00067c71,1
96268,96268,0,00067c72,1
96269,96269,0,00067c73,1
96270,96270,0,00067c74,1
96271,96271,0,00067c75,1
96272,96272,0,00067c76,1
96273,96273,0,00067c77,1
96274,96274,0,00067c78,1
96275,96275,0,00067c79,1
96276,96276,0,00067c7a,1
96277,96277,0,00067c7b,1
96278,96278,0,00067c7c,1
96279,96279,0,00067c7d,1
96280,96280,0,00067c7e,1
96281,96281,0,00067c7f,1
96282,96282,0,00067c80,1
96283,96283,0,00067c81,1
96284,96284,0,00067c82,1
96285,96285,0,00067c83,1
96286,96286,0,00067c84,1
96287,96287,0,00067c85,1
96288,96288,0,00067c86,1
96289,96289,0,00067c87,1
96290,96290,0,00067c88,1
96291,96291,0,00067c89,1
96292,96292,0,00067c8a,1
96293,96293,0,00067c8b,1
96294,96294,0,00067c8c,1
96295,96295,0,00067c8d,1
96296,96296,0,00067c8e,1
96297,96297,0,00067c8f,1
96298,96298,0,00067c90,1
96299,96299,0,00067c91,1
96300,96300,0,00067c92,1
96301,96301,0,00067c93,1
96302,96302,0,00067c94,1
96303,96303,0,00067c95,1
96304,96304,0,00067c96,1
96305,96305,0,00067c97,1
96306,96306,0,00067c98,1
96307,96307,0,00067c99,1
96308,96308,0,00067c9a,1
96309,96309,0,00067c9b,1
96310,96310,0,00067c9c,1
96311,96311,0,00067c9d,1
96312,96312,0,00067c9e,1
96313,96313,0,00067c9f,1
96314,96314,0,00067ca0,1
96315,96315,0,00067ca1,1
96316,96316,0,00067ca2,1
96317,96317,0,00067ca3,1
96318,96318,0,00067ca4,1
96319,96319,0,00067ca5,1
96320,96320,0,00067ca6,1
96321,96321,0,00067ca7,1
96322,96322,0,00067ca8,1
96323,96323,0,00067ca9,1
96324,96324,0,00067caa,1
96325,96325,0,00067cab,1
96326,96326,0,00067cac,1
96327,96327,0,00067cad,1
96328,96328,0,00067cae,1
96329,96329,0,00067caf,1
96330,96330,0,00067cb0,1
96331,96331,0,00067cb1,1
96332,96332,0,00067cb2,1
96333,96333,0,00067cb3,1
96334,96334,0,00067cb4,1
96335,96335,0,00067cb5,1
96336,96336,0,00067cb6,1
96337,96337,0,00067cb7,1
96338,96338,0,00067cb8,1
96339,96339,0,00067cb9,1
96340,96340,0,00067cba,1
96341,96341,0,00067cbb,1
96342,96342,0,00067cbc,1
96343,96343,0,00067cbd,1
96344,96344,0,00067cbe,1
96345,96345,0,00067cbf,1
96346,96346,0,00067cc0,1
96347,96347,0,00067cc1,1
96348,96348,0,00067cc2,1
96349,96349,0,00067cc3,1
96350,96350,0,00067cc4,1
96351,96351,0,00067cc5,1
96352,96352,0,00067cc6,1
96353,96353,0,00067cc7,1
96354,96354,0,00067cc8,1
96355,96355,0,00067cc9,1
96356,96356,0,00067cca,1
96357,96357,0,00067ccb,1
96358,96358,0,00067ccc,1
96359,96359,0,00067ccd,1
96360,96360,0,00067cce,1
96361,96361,0,00067ccf,1
96362,96362,0,00067cd0,1
96363,96363,0,00067cd1,1
